pokedex_number,name,german_name,japanese_name,generation,status,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden
349,Feebas,Barschwa,ヒンバス (Hinbass),3,Normal,Fish,Water,,0.6,7.4,Swift Swim,Oblivious,Adaptability
350,Milotic,Milotic,ミロカロス (Milokaross),3,Normal,Tender,Water,,6.2,162,Marvel Scale,Competitive,Cute Charm
351,Castform,Formeo,ポワルン (Powalen),3,Normal,Weather,Normal,,0.3,0.8,Forecast,,
351,Castform Sunny Form,Formeo,ポワルン (Powalen),3,Normal,Weather,Fire,,0.3,0.8,Forecast,,
351,Castform Rainy Form,Formeo,ポワルン (Powalen),3,Normal,Weather,Water,,0.3,0.8,Forecast,,
351,Castform Snowy Form,Formeo,ポワルン (Powalen),3,Normal,Weather,Ice,,0.3,0.8,Forecast,,
352,Kecleon,Kecleon,カクレオン (Kakureon),3,Normal,Color Swap,Normal,,1,22,Color Change,,Protean
353,Shuppet,Shuppet,カゲボウズ (Kagebouzu),3,Normal,Puppet,Ghost,,0.6,2.3,Insomnia,Frisk,Cursed Body
354,Banette,Banette,ジュペッタ (Juppeta),3,Normal,Marionette,Ghost,,1.1,12.5,Insomnia,Frisk,Cursed Body
354,Mega Banette,Banette,ジュペッタ (Juppeta),3,Normal,Marionette,Ghost,,1.2,13,Prankster,,
355,Duskull,Zwirrlicht,ヨマワル (Yomawaru),3,Normal,Requiem,Ghost,,0.8,15,Levitate,,Frisk
356,Dusclops,Zwirrklop,サマヨール (Samayouru),3,Normal,Beckon,Ghost,,1.6,30.6,Pressure,,Frisk
357,Tropius,Tropius,トロピウス (Tropius),3,Normal,Fruit,Grass,Flying,2,100,Chlorophyll,Solar Power,Harvest
358,Chimecho,Palimpalim,チリーン (Chirean),3,Normal,Wind Chime,Psychic,,0.6,1,Levitate,,
359,Absol,Absol,アブソル (Absol),3,Normal,Disaster,Dark,,1.2,47,Pressure,Super Luck,Justified
359,Mega Absol,Absol,アブソル (Absol),3,Normal,Disaster,Dark,,1.2,49,Magic Bounce,,
360,Wynaut,Isso,ソーナノ (Sohnano),3,Normal,Bright,Psychic,,0.6,14,Shadow Tag,,Telepathy
361,Snorunt,Schneppke,ユキワラシ (Yukiwarashi),3,Normal,Snow Hat,Ice,,0.7,16.8,Inner Focus,Ice Body,Moody
362,Glalie,Firnontor,オニゴーリ (Onigohri),3,Normal,Face,Ice,,1.5,256.5,Inner Focus,Ice Body,Moody
362,Mega Glalie,Firnontor,オニゴーリ (Onigohri),3,Normal,Face,Ice,,2.1,350.2,Refrigerate,,
363,Spheal,Seemops,タマザラシ (Tamazarashi),3,Normal,Clap,Ice,Water,0.8,39.5,Thick Fat,Ice Body,Oblivious
364,Sealeo,Seejong,トドグラー (Todoggler),3,Normal,Ball Roll,Ice,Water,1.1,87.6,Thick Fat,Ice Body,Oblivious
365,Walrein,Walraisa,トドゼルガ (Todoseruga),3,Normal,Ice Break,Ice,Water,1.4,150.6,Thick Fat,Ice Body,Oblivious
366,Clamperl,Perlu,パールル (Pearlulu),3,Normal,Bivalve,Water,,0.4,52.5,Shell Armor,,Rattled
367,Huntail,Aalabyss,ハンテール (Huntail),3,Normal,Deep Sea,Water,,1.7,27,Swift Swim,,Water Veil
368,Gorebyss,Saganabyss,サクラビス (Sakurabyss),3,Normal,South Sea,Water,,1.8,22.6,Swift Swim,,Hydration
369,Relicanth,Relicanth,ジーランス (Glanth),3,Normal,Longevity,Water,Rock,1,23.4,Swift Swim,Rock Head,Sturdy
370,Luvdisc,Liebiskus,ラブカス (Lovecus),3,Normal,Rendezvous,Water,,0.6,8.7,Swift Swim,,Hydration
371,Bagon,Kindwurm,タツベイ (Tatsubay),3,Normal,Rock Head,Dragon,,0.6,42.1,Rock Head,,Sheer Force
372,Shelgon,Draschel,コモルー (Komoruu),3,Normal,Endurance,Dragon,,1.1,110.5,Rock Head,,Overcoat
373,Salamence,Brutalanda,ボーマンダ (Bohmander),3,Normal,Dragon,Dragon,Flying,1.5,102.6,Intimidate,,Moxie
373,Mega Salamence,Brutalanda,ボーマンダ (Bohmander),3,Normal,Dragon,Dragon,Flying,1.8,112.6,Aerilate,,
374,Beldum,Tanhel,ダンバル (Dumbber),3,Normal,Iron Ball,Steel,Psychic,0.6,95.2,Clear Body,,Light Metal
375,Metang,Metang,メタング (Metang),3,Normal,Iron Claw,Steel,Psychic,1.2,202.5,Clear Body,,Light Metal
376,Metagross,Metagross,メタグロス (Metagross),3,Normal,Iron Leg,Steel,Psychic,1.6,550,Clear Body,,Light Metal
376,Mega Metagross,Metagross,メタグロス (Metagross),3,Normal,Iron Leg,Steel,Psychic,2.5,942.9,Tough Claws,,
377,Regirock,Regirock,レジロック (Regirock),3,Sub Legendary,Rock Peak,Rock,,1.7,230,Clear Body,,Sturdy
378,Regice,Regice,レジアイス (Regice),3,Sub Legendary,Iceberg,Ice,,1.8,175,Clear Body,,Ice Body
379,Registeel,Registeel,レジスチル (Registeel),3,Sub Legendary,Iron,Steel,,1.9,205,Clear Body,,Light Metal
380,Latias,Latias,ラティアス (Latias),3,Sub Legendary,Eon,Dragon,Psychic,1.4,40,Levitate,,
380,Mega Latias,Latias,ラティアス (Latias),3,Sub Legendary,Eon,Dragon,Psychic,1.8,52,Levitate,,
381,Latios,Latios,ラティオス (Latios),3,Sub Legendary,Eon,Dragon,Psychic,2,60,Levitate,,
381,Mega Latios,Latios,ラティオス (Latios),3,Sub Legendary,Eon,Dragon,Psychic,2.3,70,Levitate,,
382,Kyogre,Kyogre,カイオーガ (Kyogre),3,Legendary,Sea Basin,Water,,4.5,352,Drizzle,,
382,Primal Kyogre,Kyogre,カイオーガ (Kyogre),3,Legendary,Sea Basin,Water,,9.8,430,Primordial Sea,,
383,Groudon,Groudon,グラードン (Groudon),3,Legendary,Continent,Ground,,3.5,950,Drought,,
383,Primal Groudon,Groudon,グラードン (Groudon),3,Legendary,Continent,Ground,Fire,5,999.7,Desolate Land,,
384,Rayquaza,Rayquaza,レックウザ (Rayquaza),3,Legendary,Sky High,Dragon,Flying,7,206.5,Air Lock,,
384,Mega Rayquaza,Rayquaza,レックウザ (Rayquaza),3,Legendary,Sky High,Dragon,Flying,10.8,392,Delta Stream,,
385,Jirachi,Jirachi,ジラーチ (Jirachi),3,Mythical,Wish,Steel,Psychic,0.3,1.1,Serene Grace,,
386,Deoxys Normal Forme,Deoxys,デオキシス (Deoxys),3,Mythical,DNA,Psychic,,1.7,60.8,Pressure,,
386,Deoxys Attack Forme,Deoxys,デオキシス (Deoxys),3,Mythical,DNA,Psychic,,1.7,60.8,Pressure,,
386,Deoxys Defense Forme,Deoxys,デオキシス (Deoxys),3,Mythical,DNA,Psychic,,1.7,60.8,Pressure,,
386,Deoxys Speed Forme,Deoxys,デオキシス (Deoxys),3,Mythical,DNA,Psychic,,1.7,60.8,Pressure,,
387,Turtwig,Chelast,ナエトル (Naetle),4,Normal,Tiny Leaf,Grass,,0.4,10.2,Overgrow,,Shell Armor
388,Grotle,Chelcarain,ハヤシガメ (Hayashigame),4,Normal,Grove,Grass,,1.1,97,Overgrow,,Shell Armor
389,Torterra,Chelterrar,ドダイトス (Dodaitose),4,Normal,Continent,Grass,Ground,2.2,310,Overgrow,,Shell Armor
390,Chimchar,Panflam,ヒコザル (Hikozaru),4,Normal,Chimp,Fire,,0.5,6.2,Blaze,,Iron Fist
391,Monferno,Panpyro,モウカザル (Moukazaru),4,Normal,Playful,Fire,Fighting,0.9,22,Blaze,,Iron Fist
392,Infernape,Panferno,ゴウカザル (Goukazaru),4,Normal,Flame,Fire,Fighting,1.2,55,Blaze,,Iron Fist
393,Piplup,Plinfa,ポッチャマ (Pochama),4,Normal,Penguin,Water,,0.4,5.2,Torrent,,Defiant
394,Prinplup,Pliprin,ポッタイシ (Pottaishi),4,Normal,Penguin,Water,,0.8,23,Torrent,,Defiant
395,Empoleon,Impoleon,エンペルト (Emperte),4,Normal,Emperor,Water,Steel,1.7,84.5,Torrent,,Defiant
396,Starly,Staralili,ムックル (Mukkuru),4,Normal,Starling,Normal,Flying,0.3,2,Keen Eye,,Reckless
397,Staravia,Staravia,ムクバード (Mukubird),4,Normal,Starling,Normal,Flying,0.6,15.5,Intimidate,,Reckless
398,Staraptor,Staraptor,ムクホーク (Mukuhawk),4,Normal,Predator,Normal,Flying,1.2,24.9,Intimidate,,Reckless
399,Bidoof,Bidiza,ビッパ (Bippa),4,Normal,Plump Mouse,Normal,,0.5,20,Simple,Unaware,Moody
400,Bibarel,Bidifas,ビーダル (Beadaru),4,Normal,Beaver,Normal,Water,1,31.5,Simple,Unaware,Moody
401,Kricketot,Zirpurze,コロボーシ (Korobohshi),4,Normal,Cricket,Bug,,0.3,2.2,Shed Skin,,Run Away
402,Kricketune,Zirpeise,コロトック (Korotock),4,Normal,Cricket,Bug,,1,25.5,Swarm,,Technician
403,Shinx,Sheinux,コリンク (Kolink),4,Normal,Flash,Electric,,0.5,9.5,Rivalry,Intimidate,Guts
404,Luxio,Luxio,ルクシオ (Luxio),4,Normal,Spark,Electric,,0.9,30.5,Rivalry,Intimidate,Guts
405,Luxray,Luxtra,レントラー (Rentorar),4,Normal,Gleam Eyes,Electric,,1.4,42,Rivalry,Intimidate,Guts
406,Budew,Knospi,スボミー (Subomie),4,Normal,Bud,Grass,Poison,0.2,1.2,Natural Cure,Poison Point,Leaf Guard
407,Roserade,Roserade,ロズレイド (Roserade),4,Normal,Bouquet,Grass,Poison,0.9,14.5,Natural Cure,Poison Point,Technician
408,Cranidos,Koknodon,ズガイドス (Zugaidos),4,Normal,Head Butt,Rock,,0.9,31.5,Mold Breaker,,Sheer Force
409,Rampardos,Rameidon,ラムパルド (Rampald),4,Normal,Head Butt,Rock,,1.6,102.5,Mold Breaker,,Sheer Force
410,Shieldon,Schilterus,タテトプス (Tatetops),4,Normal,Shield,Rock,Steel,0.5,57,Sturdy,,Soundproof
411,Bastiodon,Bollterus,トリデプス (Torideps),4,Normal,Shield,Rock,Steel,1.3,149.5,Sturdy,,Soundproof
412,Burmy,Burmy,ミノムッチ (Minomucchi),4,Normal,Bagworm,Bug,,0.2,3.4,Shed Skin,,Overcoat
413,Wormadam Plant Cloak,Burmadame,ミノマダム (Minomadam),4,Normal,Bagworm,Bug,Grass,0.5,6.5,Anticipation,,Overcoat
413,Wormadam Sandy Cloak,Burmadame,ミノマダム (Minomadam),4,Normal,Bagworm,Bug,Ground,0.5,6.5,Anticipation,,Overcoat
413,Wormadam Trash Cloak,Burmadame,ミノマダム (Minomadam),4,Normal,Bagworm,Bug,Steel,0.5,6.5,Anticipation,,Overcoat
414,Mothim,Moterpel,ガーメイル (Gamale),4,Normal,Moth,Bug,Flying,0.9,23.3,Swarm,,Tinted Lens
415,Combee,Wadribie,ミツハニー (Mitsuhoney),4,Normal,Tiny Bee,Bug,Flying,0.3,5.5,Honey Gather,,Hustle
416,Vespiquen,Honweisel,ビークイン (Beequen),4,Normal,Beehive,Bug,Flying,1.2,38.5,Pressure,,Unnerve
417,Pachirisu,Pachirisu,パチリス (Pachirisu),4,Normal,EleSquirrel,Electric,,0.4,3.9,Run Away,Pickup,Volt Absorb
418,Buizel,Bamelin,ブイゼル (Buoysel),4,Normal,Sea Weasel,Water,,0.7,29.5,Swift Swim,,Water Veil
419,Floatzel,Bojelin,フローゼル (Floazel),4,Normal,Sea Weasel,Water,,1.1,33.5,Swift Swim,,Water Veil
420,Cherubi,Kikugi,チェリンボ (Cherinbo),4,Normal,Cherry,Grass,,0.4,3.3,Chlorophyll,,
421,Cherrim,Kinoso,チェリム (Cherrim),4,Normal,Blossom,Grass,,0.5,9.3,Flower Gift,,
422,Shellos,Schalellos,カラナクシ (Karanakushi),4,Normal,Sea Slug,Water,,0.3,6.3,Sticky Hold,Storm Drain,Sand Force
423,Gastrodon,Gastrodon,トリトドン (Tritodon),4,Normal,Sea Slug,Water,Ground,0.9,29.9,Sticky Hold,Storm Drain,Sand Force
424,Ambipom,Ambidiffel,エテボース (Eteboth),4,Normal,Long Tail,Normal,,1.2,20.3,Technician,Pickup,Skill Link
425,Drifloon,Driftlon,フワンテ (Fuwante),4,Normal,Balloon,Ghost,Flying,0.4,1.2,Aftermath,Unburden,Flare Boost
426,Drifblim,Drifzepeli,フワライド (Fuwaride),4,Normal,Blimp,Ghost,Flying,1.2,15,Aftermath,Unburden,Flare Boost
427,Buneary,Haspiror,ミミロル (Mimirol),4,Normal,Rabbit,Normal,,0.4,5.5,Run Away,Klutz,Limber
428,Lopunny,Schlapor,ミミロップ (Mimilop),4,Normal,Rabbit,Normal,,1.2,33.3,Cute Charm,Klutz,Limber
428,Mega Lopunny,Schlapor,ミミロップ (Mimilop),4,Normal,Rabbit,Normal,Fighting,1.3,28.3,Scrappy,,
429,Mismagius,Traunmagil,ムウマージ (Mumargi),4,Normal,Magical,Ghost,,0.9,4.4,Levitate,,
430,Honchkrow,Kramshef,ドンカラス (Dongkarasu),4,Normal,Big Boss,Dark,Flying,0.9,27.3,Insomnia,Super Luck,Moxie
431,Glameow,Charmian,ニャルマー (Nyarmar),4,Normal,Catty,Normal,,0.5,3.9,Limber,Own Tempo,Keen Eye
432,Purugly,Shnurgarst,ブニャット (Bunyatto),4,Normal,Tiger Cat,Normal,,1,43.8,Thick Fat,Own Tempo,Defiant
433,Chingling,Klingplim,リーシャン (Lisyan),4,Normal,Bell,Psychic,,0.2,0.6,Levitate,,
434,Stunky,Skunkapuh,スカンプー (Skunpuu),4,Normal,Skunk,Poison,Dark,0.4,19.2,Stench,Aftermath,Keen Eye
435,Skuntank,Skuntank,スカタンク (Skutank),4,Normal,Skunk,Poison,Dark,1,38,Stench,Aftermath,Keen Eye
436,Bronzor,Bronzel,ドーミラー (Dohmirror),4,Normal,Bronze,Steel,Psychic,0.5,60.5,Levitate,Heatproof,Heavy Metal
437,Bronzong,Bronzong,ドータクン (Dohtakun),4,Normal,Bronze Bell,Steel,Psychic,1.3,187,Levitate,Heatproof,Heavy Metal
438,Bonsly,Mobai,ウソハチ (Usohachi),4,Normal,Bonsai,Rock,,0.5,15,Sturdy,Rock Head,Rattled
439,Mime Jr.,Pantimimi,マネネ (Manene),4,Normal,Mime,Psychic,Fairy,0.6,13,Soundproof,Filter,Technician
440,Happiny,Wonneira,ピンプク (Pinpuku),4,Normal,Playhouse,Normal,,0.6,24.4,Natural Cure,Serene Grace,Friend Guard
441,Chatot,Plaudagei,ペラップ (Perap),4,Normal,Music Note,Normal,Flying,0.5,1.9,Keen Eye,Tangled Feet,Big Pecks
442,Spiritomb,Kryppuk,ミカルゲ (Mikaruge),4,Normal,Forbidden,Ghost,Dark,1,108,Pressure,,Infiltrator
443,Gible,Kaumalat,フカマル (Fukamaru),4,Normal,Land Shark,Dragon,Ground,0.7,20.5,Sand Veil,,Rough Skin
444,Gabite,Knarksel,ガバイト (Gabite),4,Normal,Cave,Dragon,Ground,1.4,56,Sand Veil,,Rough Skin
445,Garchomp,Knakrack,ガブリアス (Gaburias),4,Normal,Mach,Dragon,Ground,1.9,95,Sand Veil,,Rough Skin
445,Mega Garchomp,Knakrack,ガブリアス (Gaburias),4,Normal,Mach,Dragon,Ground,1.9,95,Sand Force,,
446,Munchlax,Mampfaxo,ゴンベ (Gonbe),4,Normal,Big Eater,Normal,,0.6,105,Pickup,Thick Fat,Gluttony
447,Riolu,Riolu,リオル (Riolu),4,Normal,Emanation,Fighting,,0.7,20.2,Steadfast,Inner Focus,Prankster
448,Lucario,Lucario,ルカリオ (Lucario),4,Normal,Aura,Fighting,Steel,1.2,54,Steadfast,Inner Focus,Justified
448,Mega Lucario,Lucario,ルカリオ (Lucario),4,Normal,Aura,Fighting,Steel,1.3,57.5,Adaptability,,
449,Hippopotas,Hippopotas,ヒポポタス (Hippopotas),4,Normal,Hippo,Ground,,0.8,49.5,Sand Stream,,Sand Force
450,Hippowdon,Hippoterus,カバルドン (Kabaldon),4,Normal,Heavyweight,Ground,,2,300,Sand Stream,,Sand Force
451,Skorupi,Pionskora,スコルピ (Scorupi),4,Normal,Scorpion,Poison,Bug,0.8,12,Battle Armor,Sniper,Keen Eye
452,Drapion,Piondragi,ドラピオン (Dorapion),4,Normal,Ogre Scorp,Poison,Dark,1.3,61.5,Battle Armor,Sniper,Keen Eye
453,Croagunk,Glibunkel,グレッグル (Gureggru),4,Normal,Toxic Mouth,Poison,Fighting,0.7,23,Anticipation,Dry Skin,Poison Touch
454,Toxicroak,Toxiquak,ドクロッグ (Dokurog),4,Normal,Toxic Mouth,Poison,Fighting,1.3,44.4,Anticipation,Dry Skin,Poison Touch
455,Carnivine,Venuflibis,マスキッパ (Muskippa),4,Normal,Bug Catcher,Grass,,1.4,27,Levitate,,
456,Finneon,Finneon,ケイコウオ (Keikouo),4,Normal,Wing Fish,Water,,0.4,7,Swift Swim,Storm Drain,Water Veil
457,Lumineon,Lumineon,ネオラント (Neolant),4,Normal,Neon,Water,,1.2,24,Swift Swim,Storm Drain,Water Veil
458,Mantyke,Mantirps,タマンタ (Tamanta),4,Normal,Kite,Water,Flying,1,65,Swift Swim,Water Absorb,Water Veil
459,Snover,Shnebedeck,ユキカブリ (Yukikaburi),4,Normal,Frost Tree,Grass,Ice,1,50.5,Snow Warning,,Soundproof
460,Abomasnow,Rexblisar,ユキノオー (Yukinooh),4,Normal,Frost Tree,Grass,Ice,2.2,135.5,Snow Warning,,Soundproof
460,Mega Abomasnow,Rexblisar,ユキノオー (Yukinooh),4,Normal,Frost Tree,Grass,Ice,2.7,185,Snow Warning,,
461,Weavile,Snibunna,マニューラ (Manyula),4,Normal,Sharp Claw,Dark,Ice,1.1,34,Pressure,,Pickpocket
462,Magnezone,Magnezone,ジバコイル (Jibacoil),4,Normal,Magnet Area,Electric,Steel,1.2,180,Magnet Pull,Sturdy,Analytic
463,Lickilicky,Schlurplek,ベロベルト (Berobelt),4,Normal,Licking,Normal,,1.7,140,Own Tempo,Oblivious,Cloud Nine
464,Rhyperior,Rihornior,ドサイドン (Dosidon),4,Normal,Drill,Ground,Rock,2.4,282.8,Lightning Rod,Solid Rock,Reckless
465,Tangrowth,Tangoloss,モジャンボ (Mojumbo),4,Normal,Vine,Grass,,2,128.6,Chlorophyll,Leaf Guard,Regenerator
466,Electivire,Elevoltek,エレキブル (Elekible),4,Normal,Thunderbolt,Electric,,1.8,138.6,Motor Drive,,Vital Spirit
467,Magmortar,Magbrant,ブーバーン (Booburn),4,Normal,Blast,Fire,,1.6,68,Flame Body,,Vital Spirit
468,Togekiss,Togekiss,トゲキッス (Togekiss),4,Normal,Jubilee,Fairy,Flying,1.5,38,Hustle,Serene Grace,Super Luck
469,Yanmega,Yanmega,メガヤンマ (Megayanma),4,Normal,Ogre Darner,Bug,Flying,1.9,51.5,Speed Boost,Tinted Lens,Frisk
470,Leafeon,Folipurba,リーフィア (Leafia),4,Normal,Verdant,Grass,,1,25.5,Leaf Guard,,Chlorophyll
471,Glaceon,Glaziola,グレイシア (Glacia),4,Normal,Fresh Snow,Ice,,0.8,25.9,Snow Cloak,,Ice Body
472,Gliscor,Skorgro,グライオン (Glion),4,Normal,Fang Scorp,Ground,Flying,2,42.5,Hyper Cutter,Sand Veil,Poison Heal
473,Mamoswine,Mamutel,マンムー (Mammoo),4,Normal,Twin Tusk,Ice,Ground,2.5,291,Oblivious,Snow Cloak,Thick Fat
474,Porygon-Z,Porygon-Z,ポリゴンＺ (Porygon-Z),4,Normal,Virtual,Normal,,0.9,34,Adaptability,Download,Analytic
475,Gallade,Galagladi,エルレイド (Erureido),4,Normal,Blade,Psychic,Fighting,1.6,52,Steadfast,,Justified
475,Mega Gallade,Galagladi,エルレイド (Erureido),4,Normal,Blade,Psychic,Fighting,1.6,56.4,Inner Focus,,
476,Probopass,Voluminas,ダイノーズ (Dainose),4,Normal,Compass,Rock,Steel,1.4,340,Sturdy,Magnet Pull,Sand Force
477,Dusknoir,Zwirrfinst,ヨノワール (Yonoir),4,Normal,Gripper,Ghost,,2.2,106.6,Pressure,,Frisk
478,Froslass,Frosdedje,ユキメノコ (Yukimenoko),4,Normal,Snow Land,Ice,Ghost,1.3,26.6,Snow Cloak,,Cursed Body
479,Rotom,Rotom,ロトム (Rotom),4,Normal,Plasma,Electric,Ghost,0.3,0.3,Levitate,,
479,Heat Rotom,Rotom,ロトム (Rotom),4,Normal,Plasma,Electric,Fire,0.3,0.3,Levitate,,
479,Wash Rotom,Rotom,ロトム (Rotom),4,Normal,Plasma,Electric,Water,0.3,0.3,Levitate,,
479,Frost Rotom,Rotom,ロトム (Rotom),4,Normal,Plasma,Electric,Ice,0.3,0.3,Levitate,,
479,Fan Rotom,Rotom,ロトム (Rotom),4,Normal,Plasma,Electric,Flying,0.3,0.3,Levitate,,
479,Mow Rotom,Rotom,ロトム (Rotom),4,Normal,Plasma,Electric,Grass,0.3,0.3,Levitate,,
480,Uxie,Selfe,ユクシー (Yuxie),4,Sub Legendary,Knowledge,Psychic,,0.3,0.3,Levitate,,
481,Mesprit,Vesprit,エムリット (Emrit),4,Sub Legendary,Emotion,Psychic,,0.3,0.3,Levitate,,
482,Azelf,Tobutz,アグノム (Agnome),4,Sub Legendary,Willpower,Psychic,,0.3,0.3,Levitate,,
483,Dialga,Dialga,ディアルガ (Dialga),4,Legendary,Temporal,Steel,Dragon,5.4,683,Pressure,,Telepathy
484,Palkia,Palkia,パルキア (Palkia),4,Legendary,Spatial,Water,Dragon,4.2,336,Pressure,,Telepathy
485,Heatran,Heatran,ヒードラン (Heatran),4,Sub Legendary,Lava Dome,Fire,Steel,1.7,430,Flash Fire,,Flame Body
486,Regigigas,Regigigas,レジギガス (Regigigas),4,Sub Legendary,Colossal,Normal,,3.7,420,Slow Start,,
487,Giratina Altered Forme,Giratina,ギラティナ (Giratina),4,Legendary,Renegade,Ghost,Dragon,4.5,750,Pressure,,Telepathy
487,Giratina Origin Forme,Giratina,ギラティナ (Giratina),4,Legendary,Renegade,Ghost,Dragon,6.9,650,Levitate,,
488,Cresselia,Cresselia,クレセリア (Cresselia),4,Sub Legendary,Lunar,Psychic,,1.5,85.6,Levitate,,
489,Phione,Phione,フィオネ (Phione),4,Mythical,Sea Drifter,Water,,0.4,3.1,Hydration,,
490,Manaphy,Manaphy,マナフィ (Manaphy),4,Mythical,Seafaring,Water,,0.3,1.4,Hydration,,
491,Darkrai,Darkrai,ダークライ (Darkrai),4,Mythical,Pitch-Black,Dark,,1.5,50.5,Bad Dreams,,
492,Shaymin Land Forme,Shaymin,シェイミ (Shaymin),4,Mythical,Gratitude,Grass,,0.2,2.1,Natural Cure,,
492,Shaymin Sky Forme,Shaymin,シェイミ (Shaymin),4,Mythical,Gratitude,Grass,Flying,0.4,5.2,Serene Grace,,
493,Arceus,Arceus,アルセウス (Arceus),4,Mythical,Alpha,Normal,,3.2,320,Multitype,,
494,Victini,Victini,ビクティニ (Victini),5,Mythical,Victory,Psychic,Fire,0.4,4,Victory Star,,
495,Snivy,Serpifeu,ツタージャ (Tsutarja),5,Normal,Grass Snake,Grass,,0.6,8.1,Overgrow,,Contrary
496,Servine,Efoserp,ジャノビー (Janovy),5,Normal,Grass Snake,Grass,,0.8,16,Overgrow,,Contrary
497,Serperior,Serpiroyal,ジャローダ (Jalorda),5,Normal,Regal,Grass,,3.3,63,Overgrow,,Contrary
498,Tepig,Floink,ポカブ (Pokabu),5,Normal,Fire Pig,Fire,,0.5,9.9,Blaze,,Thick Fat
499,Pignite,Ferkokel,チャオブー (Chaoboo),5,Normal,Fire Pig,Fire,Fighting,1,55.5,Blaze,,Thick Fat
500,Emboar,Flambirex,エンブオー (Enbuoh),5,Normal,Mega Fire Pig,Fire,Fighting,1.6,150,Blaze,,Reckless
501,Oshawott,Ottaro,ミジュマル (Mijumaru),5,Normal,Sea Otter,Water,,0.5,5.9,Torrent,,Shell Armor
502,Dewott,Zwottronin,フタチマル (Futachimaru),5,Normal,Discipline,Water,,0.8,24.5,Torrent,,Shell Armor
503,Samurott,Admurai,ダイケンキ (Daikenki),5,Normal,Formidable,Water,,1.5,94.6,Torrent,,Shell Armor
504,Patrat,Nagelotz,ミネズミ (Minezumi),5,Normal,Scout,Normal,,0.5,11.6,Run Away,Keen Eye,Analytic
505,Watchog,Kukmarda,ミルホッグ (Miruhog),5,Normal,Lookout,Normal,,1.1,27,Illuminate,Keen Eye,Analytic
506,Lillipup,Yorkleff,ヨーテリー (Yorterrie),5,Normal,Puppy,Normal,,0.4,4.1,Vital Spirit,Pickup,Run Away
507,Herdier,Terribark,ハーデリア (Herderrie),5,Normal,Loyal Dog,Normal,,0.9,14.7,Intimidate,Sand Rush,Scrappy
508,Stoutland,Bissbark,ムーランド (Mooland),5,Normal,Big-Hearted,Normal,,1.2,61,Intimidate,Sand Rush,Scrappy
509,Purrloin,Felilou,チョロネコ (Choroneko),5,Normal,Devious,Dark,,0.4,10.1,Limber,Unburden,Prankster
510,Liepard,Kleoparda,レパルダス (Lepardas),5,Normal,Cruel,Dark,,1.1,37.5,Limber,Unburden,Prankster
511,Pansage,Vegimak,ヤナップ (Yanappu),5,Normal,Grass Monkey,Grass,,0.6,10.5,Gluttony,,Overgrow
512,Simisage,Vegichita,ヤナッキー (Yanakkie),5,Normal,Thorn Monkey,Grass,,1.1,30.5,Gluttony,,Overgrow
513,Pansear,Grillmak,バオップ (Baoppu),5,Normal,High Temp,Fire,,0.6,11,Gluttony,,Blaze
514,Simisear,Grillchita,バオッキー (Baokkie),5,Normal,Ember,Fire,,1,28,Gluttony,,Blaze
515,Panpour,Sodamak,ヒヤップ (Hiyappu),5,Normal,Spray,Water,,0.6,13.5,Gluttony,,Torrent
516,Simipour,Sodachita,ヒヤッキー (Hiyakkie),5,Normal,Geyser,Water,,1,29,Gluttony,,Torrent
517,Munna,Somniam,ムンナ (Munna),5,Normal,Dream Eater,Psychic,,0.6,23.3,Forewarn,Synchronize,Telepathy
518,Musharna,Somnivora,ムシャーナ (Musharna),5,Normal,Drowsing,Psychic,,1.1,60.5,Forewarn,Synchronize,Telepathy
519,Pidove,Dusselgurr,マメパト (Mamepato),5,Normal,Tiny Pigeon,Normal,Flying,0.3,2.1,Big Pecks,Super Luck,Rivalry
520,Tranquill,Navitaub,ハトーボー (Hatoboh),5,Normal,Wild Pigeon,Normal,Flying,0.6,15,Big Pecks,Super Luck,Rivalry
521,Unfezant,Fasasnob,ケンホロウ (Kenhallow),5,Normal,Proud,Normal,Flying,1.2,29,Big Pecks,Super Luck,Rivalry
522,Blitzle,Elezeba,シママ (Shimama),5,Normal,Electrified,Electric,,0.8,29.8,Lightning Rod,Motor Drive,Sap Sipper
523,Zebstrika,Zebritz,ゼブライカ (Zebraika),5,Normal,Thunderbolt,Electric,,1.6,79.5,Lightning Rod,Motor Drive,Sap Sipper
524,Roggenrola,Kiesling,ダンゴロ (Dangoro),5,Normal,Mantle,Rock,,0.4,18,Sturdy,Weak Armor,Sand Force
525,Boldore,Sedimantur,ガントル (Gantle),5,Normal,Ore,Rock,,0.9,102,Sturdy,Weak Armor,Sand Force
526,Gigalith,Brockoloss,ギガイアス (Gigaiath),5,Normal,Compressed,Rock,,1.7,260,Sturdy,Sand Stream,Sand Force
527,Woobat,Fleknoil,コロモリ (Koromori),5,Normal,Bat,Psychic,Flying,0.4,2.1,Unaware,Klutz,Simple
528,Swoobat,Fletiamo,ココロモリ (Kokoromori),5,Normal,Courting,Psychic,Flying,0.9,10.5,Unaware,Klutz,Simple
529,Drilbur,Rotomurf,モグリュー (Mogurew),5,Normal,Mole,Ground,,0.3,8.5,Sand Rush,Sand Force,Mold Breaker
530,Excadrill,Stalobor,ドリュウズ (Doryuzu),5,Normal,Subterrene,Ground,Steel,0.7,40.4,Sand Rush,Sand Force,Mold Breaker
